OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar  9 2022 09:07:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,$@Pÿ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.889999986,-0.25999999,-2933.100098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF2.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""10:49:06 Coolers: Tleaf -> 24.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:49:06 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:49:06 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:14 Fo=48""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:14 RF#1 7550 um, Fmax=220 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:15 Fm=220""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:36 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:52:15,6352.499999,0,-1.147884805,0.04455532,422.7117559,1,0,48.32950974,220.05867,0,0,0,0.780378979,#DIV/0!,#DIV/0!,0.276498563,0.87,0.92,0,0.87,-0.709612105,#DIV/0!,1,#DIV/0!,0,0.5,#DIV/0!,1.282546485,2.178616492,24.03121758,2,4.644859791,1,9.289719582,24.57479477,24.03121758,24.15236092,399.9311829,400.3531494,9.798648834,10.64262867,24.41304779,26.51579857,300.693634,2.307207346,402.3538208,77.23457336,16.08980942,0.183211342,0.069389984,0.002273419,0.037121009,0.001395872,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50346817,0.001282546,297.1812176,297.7247948,0.369153167,-0.191142186,3.000595376,38.85041693,28.20778826,24.30300617,3.049923428,0.044342644,0.821978885,2.227944543,0.027733182,32.64796212,1.05584721,25.90688371,400.5199623,-0.000742488,171.7291603,2.007270391,0,0,1.281428673
Remark=,"""10:52:36 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:57:37 LCF Lamp: ParIn -> 500 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:02:38 Fs=63 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:02:38 RF#2 7786 um, Fmax=177 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:02:39 Fm'=177""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:02:47 Dark#1 Fmin=59 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:02:47 Fo'=59""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:03:08 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11:02:47,6984.499999,0,3.133330743,0.043118212,264.9488592,2,1,48.32950974,220.05867,59.7512207,177.1832123,63.58321381,0.780378979,0.662771546,0.641144254,0.276498563,0.87,0.92,9.709600449,0.8748548,0.006500234,0.967368406,0.267457675,0.241983748,502.365448,0.5,140.8904316,1.274774731,2.237850943,23.99448395,2,4.644859791,1,9.289719582,23.68498993,23.99448395,22.98012924,399.8297729,397.4085083,8.952389717,9.792058945,23.52322197,25.72953033,300.6641235,502.365448,392.5173035,77.21882629,16.31262398,0.185572684,0.217902005,0.003101749,0.169656947,0.000652092,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503320618,0.001274775,297.1444839,296.8349899,80.37846988,0.078967397,2.993982242,38.77269813,28.98063919,23.83973694,2.966262939,0.042919004,0.756131299,2.21013164,0.026842204,20.45903993,0.666691461,23.74880148,396.9531666,0.0018746,171.7291603,439.4968236,117.4319916,0.881619979,0.249669058
Remark=,"""11:03:10 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:05:11 Fs=64 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:05:11 RF#3 7907 um, Fmax=165 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:05:12 Fm'=165""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:05:20 Dark#2 Fmin=55 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:05:20 Fo'=55""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:05:41 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11:05:20,7137.499999,0,4.14208147,0.042514762,225.5597044,3,2,48.32950974,220.05867,55.71362305,165.9675598,64.1386261,0.780378979,0.664310163,0.613547213,0.276498563,0.87,0.92,9.8670187,0.874933509,0.006328197,0.923585467,0.329131369,0.325913753,698.1680298,0.5,187.3928428,1.255783142,2.235799718,23.97561455,2,4.644859791,1,9.289719582,23.64486313,23.97561455,22.9810791,399.904541,396.8180542,8.94728756,9.77438736,23.56744003,25.74604607,300.6913147,698.1680298,266.0357971,77.22125244,16.18926811,0.185465202,0.053572346,0.003576366,0.120102264,0.001062713,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503456573,0.001255783,297.1256145,296.7948631,111.7068823,0.200958835,2.990590151,38.72755306,28.9531657,23.81023884,2.961004588,0.042321078,0.754790434,2.206214154,0.026468007,17.41800287,0.568420973,23.72980815,396.2161189,0.002480737,171.7291603,610.8506044,110.2539368,0.86561222,0.314979181
Remark=,"""11:05:43 LCF Lamp: ParIn -> 1100 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:44 Fs=60 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:44 RF#4 8090 um, Fmax=113 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:45 Fm'=113""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:53 Dark#3 Fmin=48 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:53 Fo'=48""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:08:14 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11:07:53,7290.499999,0,4.811763846,0.043479479,204.2265188,4,3,48.32950974,220.05867,48.16577148,113.568985,60.03388596,0.780378979,0.575889742,0.471388373,0.276498563,0.87,0.92,9.788665771,0.874894333,0.004719025,0.818539276,0.619511835,0.9376652,1098.486694,0.5,226.5162038,1.300358596,2.263572647,24.14421463,2,4.644859791,1,9.289719582,23.63346481,24.14421463,22.98081207,399.9759827,396.4330139,8.952256203,9.80859375,23.5971489,25.85435867,300.7234497,1098.486694,406.9298401,77.22265625,16.22542763,0.182587728,0.150885269,0.002655644,0.094394535,0.001268613,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503617249,0.001300359,297.2942146,296.7834648,175.7578672,0.43037091,3.02101831,39.12088054,29.31228679,23.88883972,2.975034145,0.043276926,0.757445663,2.217588481,0.027066204,15.77091426,0.51516022,23.55128619,395.7337591,0.002863623,171.7291603,961.0597836,65.4032135,0.820593649,0.62010252
Remark=,"""11:08:16 LCF Lamp: ParIn -> 1500 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:10:17 Fs=58 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:10:17 RF#5 8259 um, Fmax=91 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:10:18 Fm'=91""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:10:26 Dark#4 Fmin=45 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:10:26 Fo'=45""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:10:47 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11:10:26,7443.499999,0,5.715552954,0.044814147,177.4157017,5,4,48.32950974,220.05867,45.68334961,91.16556549,58.53881836,0.780378979,0.498896877,0.357884547,0.276498563,0.87,0.92,9.754099846,0.87487705,0.004146399,0.717351749,0.739170567,1.413835409,1499.35791,0.5,234.7282119,1.34089688,2.264924311,24.16516495,2,4.644859791,1,9.289719582,22.7254734,24.16516495,21.49688911,400.2611084,396.1061707,8.956882477,9.839993477,24.94207001,27.40125275,300.687561,1499.35791,398.9133911,77.22503662,16.34069633,0.19281207,0.184649467,0.008202272,0.11251241,0.010792915,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503437805,0.001340897,297.3151649,295.8754734,239.8972603,0.628782606,3.024818167,39.16887967,29.3288862,23.44531918,2.896624711,0.044598999,0.759893857,2.136730854,0.027893624,13.70093406,0.447899364,23.6095449,395.2755755,0.003413861,171.7291603,1311.753825,45.48221588,0.76166553,0.750560384
Remark=,"""11:10:49 LCF Lamp: ParIn -> 1800 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:51 Fs=58 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:51 RF#6 8408 um, Fmax=85 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:52 Fm'=85""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:13:00 Dark#5 Fmin=43 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:13:00 Fo'=43""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:13:21 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11:13:00,7597.499999,0,5.612620332,0.047811395,193.0349476,6,5,48.32950974,220.05867,43.97021484,85.09277344,58.85548019,0.780378979,0.483267344,0.308337503,0.276498563,0.87,0.92,9.9796772,0.874989839,0.003387925,0.63802677,0.76646647,1.586102922,1800.068359,0.5,242.8221848,1.430206001,2.266052727,24.03427124,2,4.644859791,1,9.289719582,22.50444031,24.03427124,21.49267769,399.9514771,395.8424377,8.575695038,9.517767906,24.20589066,26.86499977,300.7397156,1800.068359,391.6951904,77.23375702,16.20791054,0.189634666,0.05969115,0.00278979,0.092543401,0.001240406,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503698578,0.001430206,297.1842712,295.6544403,288.0109311,0.793848343,3.001145701,38.857953,29.3401851,23.26935577,2.866020815,0.047566584,0.735092974,2.130927841,0.029751013,14.90881424,0.48765602,23.01834154,395.0268009,0.003270492,171.7291603,1575.041523,41.12255859,0.713682372,0.785922999
Remark=,"""11:13:23 LCF Lamp: ParIn -> 1300 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:33 Fs=60 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:33 RF#7 8180 um, Fmax=102 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:34 Fm'=102""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:42 Dark#6 Fmin=48 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:42 Fo'=48""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:16:03 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11:15:42,7759.499999,0,5.182885008,0.050154156,215.7225081,7,6,48.32950974,220.05867,48.25317383,102.8484955,60.93955231,0.780378979,0.530832477,0.407482316,0.276498563,0.87,0.92,9.816422462,0.874908211,0.00431068,0.767628835,0.682225989,1.139639175,1300.928711,0.5,231.8968031,1.472664333,2.22545722,23.81315804,2,4.644859791,1,9.289719582,23.47500992,23.81315804,23.13230515,400.1070557,396.2717285,8.560251236,9.530399323,22.78363609,25.36574364,300.7023926,1300.928711,395.1009521,77.23363495,16.18598557,0.184627682,0.205427885,0.002299706,0.186943099,0.001288987,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503511963,0.001472664,296.963158,296.6250099,208.1485891,0.532652818,2.961524602,38.34501126,28.81461194,23.64408398,2.931537699,0.049884834,0.736067382,2.195470317,0.031202107,16.66103344,0.544380264,23.42483019,395.5185417,0.003069596,171.7291603,1138.193211,54.59532166,0.768703647,0.682529248
