OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 14 2022 10:36:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,$@Pÿ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.889999986,-0.25999999,-2933.100098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF2.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,34_light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
1,10:47:16,797.5003157,0,-2.667990606,0.213876002,401.9849742,1,0,135.9916534,673.6231689,0,0,0,0.798119097,#DIV/0!,#DIV/0!,-4.169941362,0.87,0.92,0,0.87,0.742468413,#DIV/0!,1,#DIV/0!,0,0.5,#DIV/0!,6.039730138,2.200900221,23.65124893,0.713999987,6.387570118,1,12.77514024,25.51623726,23.65124893,26.14149475,400.0605469,400.1202393,7.904379368,9.325235367,18.92072105,22.32182503,300.6746216,2.325190067,117.7058792,78.48625946,15.71505737,0.053883374,0.031890519,0.00328402,0.033328813,0.003717755,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,4.211129233,0.00603973,296.8012489,298.6662373,0.372030402,-0.688262496,2.932803064,37.36708927,28.0418539,24.5837431,3.101618419,0.210354338,0.731902843,2.369715577,0.131783389,31.55029698,1.004660436,24.42707906,400.4021765,-0.001627644,537.6315155,2.022915359,0,0,1.252945837
Remark=,"""10:47:39 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:40 LCF Lamp: ParIn -> 0 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:57:41 Fs=154 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:57:41 RF#2 7678 um, Fmax=678 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:57:42 Fm'=678""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:57:50 Dark#1 Fmin=162 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:57:50 Fo'=162""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:58:13 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10:57:50,1431.500316,0,-3.669995665,0.201712263,410.3365435,2,1,135.9916534,673.6231689,162.7009277,678.0863647,154.8263397,0.798119097,0.760058694,0.771671652,-4.169941362,0.87,0.92,0,0.87,0.125782612,1.015279027,-0.008735568,-0.006582046,4.56859827,0.5,1.533574131,5.986869133,2.310589302,24.11523056,0.713999987,6.387570118,1,12.77514024,25.2787323,24.11523056,25.20087814,400.0390015,400.3413696,7.574170113,8.983195305,18.39123917,21.81256676,300.6493225,4.56859827,639.3692017,78.49978638,16.07206345,0.070963539,0.067840748,0.001860407,0.024759337,0.002918474,1,-1.355140209,7.355140209,1,0,0.159999996,111115,4.210774904,0.005986869,297.2652306,298.4287323,0.730975707,-0.702985099,3.015768215,38.41753403,29.43433873,24.69698143,3.122685933,0.198576846,0.705178912,2.417507021,0.124388469,32.21133101,1.024966628,22.74297515,400.7291927,-0.002082868,537.6315155,3.974680495,515.385437,0.965255728,-0.008301589
Remark=,"""10:58:15 LCF Lamp: ParIn -> 100 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:01:09 Fs=177 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:01:09 RF#3 7676 um, Fmax=644 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:01:10 Fm'=644""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:01:18 Dark#2 Fmin=180 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:01:18 Fo'=180""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:01:40 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11:01:18,1639.000316,0,2.272375764,0.193644449,361.6593374,3,2,135.9916534,673.6231689,180.690918,644.1066284,177.0775757,0.798119097,0.719470488,0.725080339,-4.169941362,0.87,0.92,9.705625534,0.874852813,0.073553733,1.007797194,0.059879508,0.04582555,100.1157455,0.5,31.75363965,5.737014646,2.305254496,24.05163765,0.713999987,6.387570118,1,12.77514024,24.05470467,24.05163765,23.28516197,400.0228882,398.9397888,7.554509163,8.904715538,19.73592377,23.26329803,300.6764526,100.1157455,680.298584,78.50027466,16.34474754,0.083328165,0.046859901,0.002945864,0.048144054,0.005548864,1,-1.355140209,7.355140209,1,0,0.159999996,111115,4.211154878,0.005737015,297.2016376,297.2047047,16.01851893,-0.66618821,3.004277111,38.2709121,29.36619656,24.05317116,3.004553762,0.190753031,0.699022615,2.305531146,0.119477092,28.39035732,0.906551183,22.58732159,398.6996578,0.001287357,537.6315155,87.58654159,463.4157104,0.919140501,0.054901061
Remark=,"""11:01:42 LCF Lamp: ParIn -> 300 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:03:54 Fs=187 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:03:54 RF#4 7757 um, Fmax=606 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:03:55 Fm'=606""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:04:03 Dark#3 Fmin=181 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:04:03 Fo'=181""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:04:25 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11:04:03,1804.000316,0,8.686138901,0.187873304,305.5609305,4,3,135.9916534,673.6231689,181.3920898,606.5820313,187.1756439,0.798119097,0.700960331,0.69142567,-4.169941362,0.87,0.92,10.05089569,0.875025448,0.048920195,0.986397717,0.136198506,0.110522789,300.3306885,0.5,90.85229423,5.606236298,2.320712181,24.12627602,0.713999987,6.387570118,1,12.77514024,23.71549606,24.12627602,22.77873802,400.0528564,397.4610291,7.560118675,8.879602432,20.15763855,23.6757946,300.6712952,300.3306885,703.8883667,78.50079346,16.51405907,0.089605443,0.15028815,0.001483712,0.165615171,0.004636702,1,-1.355140209,7.355140209,1,0,0.159999996,111115,4.211082644,0.005606236,297.276276,296.8654961,48.05290908,-0.573039113,3.017768017,38.44251611,29.56291368,23.92088604,2.980770785,0.185150451,0.697055837,2.283714949,0.115960621,23.9867755,0.768782115,22.37626772,396.5431301,0.004901443,537.6315155,262.7969952,425.1899414,0.891234515,0.124697187
Remark=,"""11:04:27 LCF Lamp: ParIn -> 500 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:06:52 Fs=191 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:06:52 RF#5 7835 um, Fmax=542 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:06:53 Fm'=542""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:01 Dark#4 Fmin=172 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:01 Fo'=172""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:23 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11:07:01,1982.000316,0,14.24263405,0.191661869,259.9996327,5,4,135.9916534,673.6231689,172.8615723,542.7510986,191.9034119,0.798119097,0.681508572,0.646424646,-4.169941362,0.87,0.92,9.800261497,0.874900131,0.042100455,0.948520198,0.26134606,0.241127232,499.8840332,0.5,141.3564589,5.707707173,2.316714675,24.1137104,0.713999987,6.387570118,1,12.77514024,23.48971176,24.1137104,22.47616386,400.1797485,396.2606506,7.558205605,8.901482582,20.42870522,24.05938148,300.6845703,499.8840332,735.4788818,78.5013504,16.45471191,0.089364164,0.059320889,0.003139409,0.052507676,0.004962895,1,-1.355140209,7.355140209,1,0,0.159999996,111115,4.211268571,0.005707707,297.2637104,296.6397118,79.98144352,-0.50260477,3.015493078,38.41326375,29.51178117,23.80171108,2.959485944,0.188828922,0.698778403,2.26070754,0.118269371,20.41032227,0.656132857,22.47446782,394.7555747,0.008108704,537.6315155,437.348606,369.8895264,0.862543429,0.243423361
Remark=,"""11:07:25 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:09:26 Fs=191 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:09:26 RF#6 7912 um, Fmax=455 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:09:27 Fm'=455""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:09:35 Dark#5 Fmin=161 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:09:35 Fo'=161""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:09:57 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11:09:35,2136.000316,0,17.43963873,0.201465846,239.6037706,6,5,135.9916534,673.6231689,161.3896484,455.6253357,191.2377319,0.798119097,0.645784297,0.580274149,-4.169941362,0.87,0.92,9.8670187,0.874933509,0.035275794,0.898557229,0.425582912,0.478458541,700.1554565,0.5,177.7349168,5.975967911,2.309245808,24.10570717,0.713999987,6.387570118,1,12.77514024,23.00171471,24.10570717,21.66579628,399.9469299,395.2443237,7.571681023,8.97814846,21.07752037,24.99274826,300.6491699,700.1554565,738.4962158,78.5016098,16.58330345,0.093779773,0.097186141,0.00565452,0.116513573,0.005753255,1,-1.355140209,7.355140209,1,0,0.159999996,111115,4.210772767,0.005975968,297.2557072,296.1517147,112.0248705,-0.460917114,3.014044916,38.39468927,29.41654081,23.55371094,2.915618339,0.198338026,0.704799107,2.210819232,0.124238537,18.80928171,0.606216854,22.74338631,393.4014076,0.010082232,537.6315155,612.5894707,294.2356873,0.827158145,0.405478152
Remark=,"""11:09:59 LCF Lamp: ParIn -> 900 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:11 Fs=189 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:11 RF#7 7993 um, Fmax=398 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:12 Fm'=398""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:20 Dark#6 Fmin=152 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:20 Fo'=152""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:12:42 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11:12:20,2301.000316,0,19.75668309,0.216898836,231.823203,7,6,135.9916534,673.6231689,152.8735352,398.3200073,189.8450928,0.798119097,0.616204227,0.523385496,-4.169941362,0.87,0.92,9.864959717,0.87493248,0.030390714,0.849370181,0.528667029,0.691160767,899.8414307,0.5,206.0308298,6.408260939,2.302739132,24.12161636,0.713999987,6.387570118,1,12.77514024,22.6927948,24.12161636,21.14385223,399.9967957,394.7051086,7.589605808,9.097365379,21.52745628,25.80412674,300.7026672,899.8414307,684.8126221,78.50460815,16.64247704,0.094603129,0.133952081,0.007043898,0.161125571,0.011355043,1,-1.355140209,7.355140209,1,0,0.159999996,111115,4.211522029,0.006408261,297.2716164,295.8427948,143.9746257,-0.434899543,3.016924236,38.42989994,29.33253456,23.40720558,2.889971781,0.213277764,0.714185104,2.175786677,0.133619271,18.19918971,0.587332664,23.11994004,392.6173412,0.011634059,537.6315155,787.3004944,245.4464722,0.794709803,0.512066636
Remark=,"""11:12:44 LCF Lamp: ParIn -> 1100 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:14:45 Fs=188 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:14:45 RF#8 8054 um, Fmax=357 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:14:46 Fm'=357""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:14:54 Dark#7 Fmin=149 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:14:54 Fo'=149""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
