OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 14 2022 09:50:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,19_light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""10:01:17 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:00:59,713.0003844,0,-8.28112338,0.079565841,544.6327679,1,0,46.87965775,191.826828,0,0,0,0.755614696,#DIV/0!,#DIV/0!,-2.546593411,0.87,0.92,0,0.87,-88.80113357,#DIV/0!,1,#DIV/0!,0,0.5,#DIV/0!,2.444550607,2.36750769,24.22945023,0.321999997,6.918785066,1,13.83757013,24.10260773,24.22945023,23.55201721,399.8513184,400.6347046,8.265423775,8.525457382,21.5229702,22.20009422,300.1283264,0.074226685,447.1755676,78.47042847,1.45444572,-0.251529127,0.049790438,0.001212873,0.044237703,0.001153241,0.333333343,-1.355140209,7.355140209,1,0,0.159999996,111115,9.320755568,0.002444551,297.3794502,297.2526077,0.011876269,-0.28420115,3.036503984,38.69615654,30.17069916,24.16602898,3.02497497,0.079110954,0.668996294,2.355978676,0.049485015,42.73756666,1.359424837,20.60291758,401.442615,-0.004250055,144.9471703,0.064577216,0,0,1.323425822
Remark=,"""10:01:18 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:06:19 LCF Lamp: ParIn -> 0 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:08:39 Fs=47 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:08:39 RF#2 8084 um, Fmax=175 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:08:40 Fm'=175""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:08:48 Dark#1 Fmin=48 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:08:48 Fo'=48""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:09:06 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10:08:48,1182.000384,0,-0.789982158,0.077575896,397.4217727,2,1,46.87965775,191.826828,48.38305664,175.5725403,47.94405365,0.755614696,0.724426972,0.72692738,-2.546593411,0.87,0.92,0,0.87,-27.9642031,1.003451567,0.113314699,0.092578758,-0.072202787,0.5,-0.022831489,2.31457679,2.300021716,23.81457138,0.321999997,6.918785066,1,13.83757013,23.57434845,23.81457138,23.21378708,400.1941833,400.1795654,8.187005997,8.433211327,22.00687027,22.66867828,300.1594238,-0.072202787,453.217865,78.47006989,1.223403215,-0.247703224,0.042635731,0.001437298,0.050793253,0.001804004,1,-1.355140209,7.355140209,1,0,0.159999996,111115,9.321721327,0.002314577,296.9645714,296.7243484,-0.011552446,-0.272689536,2.961776398,37.74402652,29.31081519,23.69445992,2.940444457,0.077143416,0.661754682,2.278689774,0.048253305,31.18571428,0.993108612,20.95096619,400.2566365,-0.000413507,144.9471703,-0.062816425,127.1894836,0.991729178,0.112139393
Remark=,"""10:09:08 LCF Lamp: ParIn -> 100 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:11:17 Fs=68 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:11:17 RF#3 8128 um, Fmax=206 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:11:18 Fm'=206""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:11:26 Dark#2 Fmin=61 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:11:26 Fo'=61""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:11:44 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10:11:26,1340.000384,0,-0.49609675,0.075318322,391.0915175,3,2,46.87965775,191.826828,61.46289063,206.2515717,68.75822449,0.755614696,0.702000377,0.666629331,-2.546593411,0.87,0.92,9.546476364,0.874773238,0.02331225,0.949613921,-0.1106498,-0.069937618,100.5493774,0.5,29.3176595,2.298201641,2.351130843,24.09444427,0.321999997,6.918785066,1,13.83757013,23.5845089,24.09444427,22.98527336,399.9476929,399.9023132,8.177292824,8.42179203,21.9679203,22.62475777,300.1190186,100.5493774,457.6248169,78.47226715,1.446770549,-0.245105937,0.042894851,0.000979378,0.052423447,0.001166526,1,-1.355140209,7.355140209,1,0,0.159999996,111115,9.320466504,0.002298202,297.2444443,296.7345089,16.08790003,-0.236829576,3.012007957,38.38308827,29.96129624,23.83947659,2.966216493,0.074910581,0.660877114,2.305339378,0.046855576,30.68983804,0.97796763,20.50357824,399.9507127,-0.000254325,144.9471703,87.9579045,144.788681,0.86272006,-0.099517249
Remark=,"""10:11:46 LCF Lamp: ParIn -> 300 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:13:58 Fs=66 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:13:58 RF#4 8209 um, Fmax=181 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:13:59 Fm'=181""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:14:07 Dark#3 Fmin=59 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:14:07 Fo'=59""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:14:25 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10:14:07,1501.000384,0,3.975470361,0.071885621,293.5317829,4,3,46.87965775,191.826828,59.10546875,181.256485,66.49812317,0.755614696,0.673912529,0.63312693,-2.546593411,0.87,0.92,9.699685097,0.874849843,0.024787315,0.939479387,0.079643119,0.058317047,300.7613525,0.5,83.29450236,2.201091475,2.358838979,24.13101006,0.321999997,6.918785066,1,13.83757013,22.87480736,24.13101006,21.81141281,399.9812927,399.4604187,8.173043251,8.407217979,22.92033958,23.57705498,300.1147156,300.7613525,465.8293152,78.47857666,1.358074307,-0.242548332,0.075747915,0.001894939,0.073930368,0.000650676,1,-1.355140209,7.355140209,1,0,0.159999996,111115,9.320332872,0.002201091,297.2810101,296.0248074,48.12181533,-0.164126783,3.018625479,38.46432502,30.05710704,23.50290871,2.90670268,0.071514108,0.659786501,2.24691618,0.044729548,23.03595653,0.734820696,20.3954397,399.0725699,0.002031747,144.9471703,263.1210219,122.1510162,0.854004103,0.072925487
Remark=,"""10:14:27 LCF Lamp: ParIn -> 500 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:16:34 Fs=57 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:16:34 RF#5 8309 um, Fmax=125 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:16:35 Fm'=125""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:16:43 Dark#4 Fmin=51 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:16:43 Fo'=51""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:17:01 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10:16:43,1657.000384,0,5.485341406,0.075098316,265.6179432,5,4,46.87965775,191.826828,51.22094727,125.7569046,57.38306808,0.755614696,0.592698728,0.543698469,-2.546593411,0.87,0.92,10.13120174,0.875065601,0.018426617,0.917326871,0.469894453,0.525378098,498.1199646,0.5,118.495723,2.290062355,2.349970943,24.08304405,0.321999997,6.918785066,1,13.83757013,22.67580414,24.08304405,21.69416428,400.0120239,399.3253479,8.165634155,8.409282684,23.17850876,23.87011719,300.1040344,498.1199646,466.4673462,78.48189545,1.348371267,-0.240848973,0.076804563,0.002728252,0.108354509,0.00115823,1,-1.355140209,7.355140209,1,0,0.159999996,111115,9.320001159,0.002290062,297.2330441,295.8258041,79.69919255,-0.096544109,3.009947388,38.35212402,29.94284134,23.3794241,2.8851308,0.074692948,0.659976444,2.225154356,0.046719344,20.84619964,0.665166748,20.48891383,398.7901954,0.002818241,144.9471703,435.8876461,74.53595734,0.866838527,0.455820719
Remark=,"""10:17:03 LCF Lamp: ParIn -> 700 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:19:07 Fs=56 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:19:07 RF#6 8383 um, Fmax=103 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:19:08 Fm'=103""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:19:16 Dark#5 Fmin=49 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:19:16 Fo'=49""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:19:34 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10:19:16,1810.000384,0,5.584598735,0.073822178,261.3554071,6,5,46.87965775,191.826828,49.10205078,103.5338974,56.63614655,0.755614696,0.525739376,0.452970013,-2.546593411,0.87,0.92,9.855000496,0.8749275,0.013242011,0.861586622,0.618623706,0.852792494,701.8239746,0.5,139.0720075,2.260003688,2.358964087,24.12252235,0.321999997,6.918785066,1,13.83757013,22.23844719,24.12252235,21.01665115,399.894928,399.1990051,8.145094872,8.385521889,23.74344826,24.44430733,300.1405029,701.8239746,480.5496216,78.48339081,1.327494144,-0.240630537,0.058081053,0.00153556,0.035552308,0.002443225,1,-1.355140209,7.355140209,1,0,0.159999996,111115,9.321133721,0.002260004,297.2725224,295.3884472,112.2918334,-0.022118892,3.017088279,38.44237931,30.05685742,23.18048477,2.850671972,0.073430434,0.658124192,2.192547781,0.045929057,20.51205856,0.654699545,20.36352426,398.654169,0.002852651,144.9471703,614.0450957,54.43184662,0.827788902,0.609138698
Remark=,"""10:19:36 LCF Lamp: ParIn -> 900 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:22:07 Fs=58 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:22:07 RF#7 8459 um, Fmax=94 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:22:08 Fm'=94""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:22:16 Dark#6 Fmin=46 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:22:16 Fo'=46""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:22:34 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10:22:16,1990.000384,0,5.40882583,0.075881623,268.3744564,7,6,46.87965775,191.826828,46.37451172,94.57592773,58.07551193,0.755614696,0.5096584,0.385937698,-2.546593411,0.87,0.92,10.0036602,0.87500183,0.010120671,0.757247791,0.668610186,1.028283862,898.3483887,0.5,151.6844149,2.329714291,2.366093292,24.15416908,0.321999997,6.918785066,1,13.83757013,21.46082687,24.15416908,19.72877502,400.1173096,399.4371338,8.119607925,8.367479324,24.82087708,25.57859612,300.1116638,898.3483887,974.9630127,78.48600006,1.715053678,-0.23230134,0.035253387,0.002263276,0.016441768,0.002039646,1,-1.355140209,7.355140209,1,0,0.159999996,111115,9.320238096,0.002329714,297.3041691,294.6108269,143.735739,0.028381633,3.022823275,38.51417161,30.14669228,22.80749798,2.787035072,0.075467777,0.656729983,2.130305089,0.047204369,21.0636376,0.67188159,20.28400139,398.9094461,0.002750314,144.9471703,786.0564842,48.20141602,0.76526772,0.670940316
Remark=,"""10:22:36 LCF Lamp: ParIn -> 1100 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:24:38 Fs=59 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:24:38 RF#8 8527 um, Fmax=89 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:24:39 Fm'=89""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:24:47 Dark#7 Fmin=48 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
